gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
OR2M2	1	3	0	0	1	2.6669828374052433	0	0	5.3376590439717955	0.1518171180704413	0.8328839371269311	0.3498704847700671	0.15849299457386443	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21583241398703645	1
PRRC1	0	2	0	0	1	2.7682925181739004	0	0	7.163570961563086	0.22400010707609777	0.7405307566876376	0.4512135469921684	0.12292654131698366	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2158731923993125	1
SLC16A4	0	0	0	0	1	0	0	0	6.844652669331204	0.21173333941336892	0.7367674220699836	0.43379555289729577	0.12794142544222886	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21597237872024444	1
TNFRSF6B	1	1	0	0	1	1.1009239561087756	0	0	16.542691433482972	0.9254440687416424	0.8271798354301217	0.9721335749570787	0.05709926237512294	0.9698701884089356	0.9424126707052872	0.9816448719737416	1	0.2159946089421324	1
TAF9B	0	0	0	0	1	0	0	0	12.245342855337883	0.45014190489384986	0.8248859717086701	0.7338473669769009	0.07566468766149043	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21604728916131677	1
LRRC38	0	1	0	0	1	2.2054703676353284	0	0	12.990828355958302	0.4877732009519047	0.8694294308501958	0.7753745271419679	0.07162478214444534	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2160753293688783	1
C11orf58	0	2	0	0	0	10.601991778186338	0	0	0	0.01656611657757412	0.8480985461854986	0.05557358063251305	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21618386057712224	1
CA11	0	0	0	1	0	0	33.604250825643874	33.604250825643874	0	0.4036217529217252	0.02440366425705753	0.05557704472724756	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21619387186699912	1
RFX2	0	5	0	0	0	3.765101669583262	0	0	0	0.01796498492645826	0.6841071980774205	0.05558516866826191	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21621734934116843	1
XKR8	0	0	1	0	0	0	21.98600905530877	21.98600905530877	0	0.22168226512744216	0.03926373983366926	0.05562786661911467	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21634072314385475	1
OR5A1	2	0	1	0	0	0	20.535633172760452	20.535633172760452	0	0.20292134809513407	0.04236541166160057	0.05562814350480627	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21634152308558896	1
RFX4	0	0	0	0	1	0	0	0	5.599006931114737	0.1723644256480793	0.6954426745906354	0.36567429666523354	0.1521907151970462	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2164111132576911	1
SRSF5	0	0	0	0	1	0	0	0	7.099237324088436	0.23531595665837568	0.659157621367946	0.44941280055765376	0.12390626635442248	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21650593575496743	1
ARSK	0	0	0	0	1	0	0	0	6.98790953037762	0.22227446243664883	0.7081093608686683	0.44325066749778863	0.1256390606133445	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21651903374701664	1
WNT10B	0	1	0	0	1	1.3799177690690931	0	0	15.186817872701749	0.7621908922859605	0.7334502602623797	0.9010833243952644	0.06189062196812823	0.8961852038915105	0.9424126707052872	0.9771679320909128	1	0.21674715533984523	1
ZCCHC16	0	0	0	0	1	0	0	0	8.900783175036077	0.29278286096966066	0.7693459159197359	0.5511228338639328	0.10129745131522884	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21691665416608807	1
PJA1	1	0	0	0	1	0	0	0	3.3258989666604912	0.1020395794522313	0.6675011570150883	0.24026171908522895	0.23263633096510303	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21710782589877176	1
RBM22	0	0	0	1	0	0	19.202760212616457	19.202760212616457	0	0.18771942404591868	0.04571106327738206	0.05590110416709915	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2171294558618917	1
DCBLD2	1	0	0	0	1	0	0	0	3.3722992247423917	0.10177073168554862	0.6917771071682981	0.2429568536461587	0.23015362518997529	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21717645527889007	1
GPR25	1	0	0	0	1	0	0	0	10.018475430894664	0.33320354264966323	0.8467575061878204	0.6146712323129515	0.09099596015444283	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2172202833748641	1
HSPA6	0	0	0	0	1	0	0	0	9.312966738812252	0.2975094915880505	0.8857746121309767	0.5753121120700142	0.09723789231289832	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2172477870947388	1
LHX1	0	0	0	0	1	0	0	0	9.837924339839148	0.32753803071616105	0.8283899083237258	0.605003830306184	0.09251580507918024	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21733508718573868	1
DPYSL4	0	0	1	0	0	0	19.32917039283892	19.32917039283892	0	0.1897044278343223	0.04537529704247478	0.05599728998761211	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21740678952682635	1
ZNF443	1	0	0	0	1	0	0	0	4.0113157343905925	0.12266176465922962	0.677666119779001	0.27930984351986754	0.2006590047770944	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21754727412334773	1
SRSF7	1	0	0	0	1	0	0	0	9.421112655480306	0.3346675830932101	0.6999237352371148	0.5834352423131275	0.09622609142177918	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21782283814704215	1
RORA	0	0	0	0	1	0	0	0	6.868814454774302	0.2255517697533339	0.6760499922152174	0.4403968499934726	0.12754721078739917	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21790835367338823	1
ZSCAN30	0	3	0	0	1	2.7128702340442277	0	0	4.785625498798571	0.14590618598427696	0.7127357766158829	0.32363330245297006	0.17368440922541195	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2180196821112259	1
ZNF446	1	0	0	1	0	0	19.664957640932816	19.664957640932816	0	0.1950058991630013	0.04449171041408728	0.05625614708656579	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2181523352989685	1
BMX	1	2	0	0	1	2.7733650950539688	0	0	6.956178817781519	0.22313681337387617	0.723349500428657	0.4463739866506839	0.12614185186870774	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21829705152704504	1
AGTPBP1	0	0	0	0	1	0	0	0	3.050525293077411	0.0990840825999746	0.6117237225282104	0.22657295828793023	0.2485471064098339	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21831894995710355	1
B3GALNT2	0	2	0	0	1	2.8488760597126808	0	0	6.586850030355652	0.21296099680046843	0.6966162856466718	0.4257080662041715	0.13230448934921346	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21834494161762263	1
LANCL3	0	0	0	0	1	0	0	0	10.671273093867374	0.37312185854636826	0.822564986178178	0.6560499563299952	0.08589410538956274	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2184247209381842	1
OR4C12	0	2	0	0	1	2.6914972637812435	0	0	7.645946225805228	0.2353014010850167	0.8536430068577502	0.4858780664913265	0.11604644354555682	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21852134272369103	1
PITPNM2	2	6	0	0	1	2.0914284682156064	0	0	3.735362378949574	0.12289297050357996	0.6141348383536313	0.2655546071240331	0.2124148781826114	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21858841875874724	1
TNRC6B	11	14	2	1	2	0.8351834917426465	2.4019049642484185	2.4019049642484185	2.82856840122743	0.5434904345063734	0.19255300596554137	0.3289949153203553	0.17150161328494723	0.8184764494548867	0.9424126707052872	0.9771679320909128	1	0.21863272044459103	1
TRIM67	0	3	0	1	0	2.546424899173381	18.71430398506995	18.71430398506995	0	0.16969121867991457	0.04705388521185938	0.05642676860428652	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2186430982398745	1
SAGE1	0	0	0	0	1	0	0	0	4.354299285652753	0.13532933512600254	0.6724779046171727	0.30057213115010006	0.18774377635652129	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21865396020199213	1
RNF169	0	0	0	0	1	0	0	0	4.127742874844262	0.12664399983225427	0.6884058549533774	0.2880260291227228	0.1960803091434223	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21878527690127836	1
LCAT	0	2	1	0	0	2.154941873702662	30.779446850517836	30.779446850517836	0	0.3428675675016869	0.0269237299150421	0.05650237454581675	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2188604004491529	1
TRIM27	1	0	0	1	0	0	11.461070679848802	11.461070679848802	0	0.10318180145412736	0.08161350825459368	0.05651005831599942	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21888247902991276	1
SMG9	0	4	0	0	0	4.511509564081544	0	0	0	0.01798993660711123	0.7107421094096402	0.05655612385858388	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2190148220703356	1
PYHIN1	1	0	0	0	1	0	0	0	7.284639093156395	0.2331250193411768	0.7485627036127435	0.4670386074174231	0.12112420696350046	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2190537634710827	1
PLCD1	1	0	1	0	0	0	8.304875694139586	8.304875694139586	0	0.07275327685894517	0.1170767388354378	0.05658004566214481	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2190835329139058	1
MAGEC2	0	2	0	0	1	3.313936220822828	0	0	5.547351620504144	0.16231518730261585	0.8445086757660749	0.3692983268815403	0.1533963136143568	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2192815402404996	1
TMEM132B	2	3	0	0	2	1.1819352401627403	0	0	5.6670355810104445	0.7847416674609302	0.6047437816850874	0.841437727490729	0.06732831443080024	0.9080030585245966	0.9424126707052872	0.9771679320909128	1	0.21929182340120423	1
JRKL	0	0	0	0	1	0	0	0	3.7261005103810647	0.11721776245475456	0.6564508404779241	0.26632751799000265	0.21283336668776287	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21938023163670284	1
TNIK	0	1	1	1	0	0.4857478845743317	8.610558669649238	8.610558669649238	0	0.4213301572361614	0.02533763531494948	0.05675513985800129	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21958615011562044	1
TMEM106B	0	1	0	0	1	2.940003128932844	0	0	10.390963368956031	0.3632986472166079	0.8257484206493562	0.645418347014179	0.08801302128217038	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21972980471284984	1
FAM214B	0	0	1	0	0	0	17.387353372814946	17.387353372814946	0	0.16951795532420078	0.05110840878514589	0.05681443357931226	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21975623337691275	1
PIK3R6	0	0	0	0	1	0	0	0	5.535484340186595	0.1705508142313955	0.7363948148696633	0.3699429488065653	0.15367598982646502	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2198620930494617	1
ZNRF4	1	2	0	0	1	1.6440227674357923	0	0	12.919645479440296	0.5233329546584076	0.8012842738926754	0.7898473727749697	0.07199180966117402	0.816404741062126	0.9424126707052872	0.9771679320909128	1	0.21989418547855444	1
HNRNPM	1	5	0	1	0	2.5651916664654504	9.773796680431769	9.773796680431769	0	0.07787213352780564	0.09757411060504728	0.05686383533187422	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21989789439605012	1
SUDS3	0	1	0	0	1	2.699687920227961	0	0	10.678715079380424	0.3969906243115907	0.7472847709300839	0.6627039009362143	0.08583923927556043	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21996143463644	1
PTPRF	2	10	0	0	1	1.90881706968026	0	0	2.130579663381241	0.08606421479784498	0.4912722973366458	0.1765986442357521	0.322121146041467	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.21996189029707505	1
PCDH7	2	3	0	0	2	1.252072888915428	0	0	5.7549893144188555	0.7156010046920572	0.6932201354095675	0.864816959133552	0.06579595807726532	0.8745821295489389	0.9424126707052872	0.9771679320909128	1	0.22000575658763477	1
ZRANB1	0	2	1	0	1	1.319680910237561	7.815110357428416	7.815110357428416	4.147256566713772	0.7132877339223698	0.12533161905522627	0.29151779303835035	0.1953332575401893	0.8734964650593743	0.9424126707052872	0.9771679320909128	1	0.22012515629752272	1
ABCB11	2	6	0	0	1	2.1790332508958077	0	0	2.8107258724670325	0.10515838303414116	0.5203145711661199	0.2156093863406554	0.2642855788922912	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2202378546286432	1
AMN	0	0	0	0	1	0	0	0	10.857662240955516	0.38804352003214526	0.83364024912201	0.6740932065552022	0.0845407349195599	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22025471091712356	1
MYH15	1	0	0	0	0	0	0	0	0	0.02173376036642915	0.48252267202292154	0.05698849821300678	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22025517825955132	1
CHD1	0	0	0	0	1	0	0	0	1.8005870021732835	0.06694703942583113	0.5565432027103084	0.15818234607480375	0.3603627396200597	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22029679024861384	1
GCC2	0	0	0	0	1	0	0	0	1.8725776248848325	0.06918002257882827	0.5556819440383516	0.16237257531388682	0.3512668842411506	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22039155769985871	1
MRPS31	0	0	0	0	1	0	0	0	9.55097142113699	0.33499463602177804	0.7616634073307134	0.600366338409533	0.09503862363600486	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2204542247065029	1
CCNJL	1	0	0	0	1	0	0	0	6.759223950442307	0.2098426603234469	0.8000739677130939	0.4414367171210219	0.1293549999279443	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22058037039394707	1
WWTR1	0	0	1	0	0	0	22.99261795992348	22.99261795992348	0	0.2437888191943941	0.03733911133405954	0.05710913415510998	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.220600661277925	1
RANGAP1	0	0	0	0	1	0	0	0	7.921377862198691	0.25707441239613305	0.7897134693024033	0.5080268505681208	0.11245264634614394	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22065742585787185	1
RAB25	0	0	1	0	0	0	33.02257932161269	33.02257932161269	0	0.41092276326290655	0.02488509491462065	0.05714808342453648	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2207121516250059	1
SLC35G2	1	3	0	0	1	2.7433205663586833	0	0	4.615046470355237	0.1418442651296994	0.7332614386854153	0.31994870734380143	0.17898526345632915	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22104981671847423	1
ZNF329	0	0	0	0	1	0	0	0	2.3206102263580637	0.07571688265751542	0.664554217391101	0.1886837622408528	0.3035643023254978	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22108285185892507	1
UNC13D	5	0	1	0	0	0	6.354819167609681	6.354819167609681	0	0.05593748736698856	0.15754295954534092	0.05728502813105118	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22110393840995313	1
TBC1D20	0	0	1	0	0	0	20.770250125066127	20.770250125066127	0	0.2145388198885575	0.04185394272440568	0.05732847991619094	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22122818169887615	1
ZNF114	0	0	0	0	1	0	0	0	6.105546322778914	0.18967277696072693	0.7699115685686361	0.4057763158498777	0.1413004288247195	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22125073124359995	1
TTC33	0	0	0	0	1	0	0	0	10.456238788087871	0.3778583676347127	0.79396358829454206	0.6553364569515667	0.08751030796590444	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22128597268908823	1
TSHZ2	0	6	0	0	1	2.1289461116273807	0	0	3.436984851864024	0.11564366042439687	0.6133113415529654	0.25289431125450923	0.22677960682407328	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22129334012926571	1
CCDC34	0	0	0	0	1	0	0	0	9.563249706965625	0.33176025343502435	0.7990498117555376	0.6046917315701623	0.09492786189830356	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22143859168381175	1
TECTB	0	1	0	0	1	1.7839031931226417	0	0	13.510311374733703	0.6006309049835532	0.761135524199107	0.832165540322693	0.06905550674491039	0.8288432551191158	0.9424126707052872	0.9771679320909128	1	0.22162007574269785	1
RRM1	0	0	0	0	1	0	0	0	4.210445663647982	0.13607218358345108	0.6501182055789587	0.29789926636327957	0.1929527268577379	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22166253011665393	1
DMWD	0	3	1	0	0	2.1657863456930353	24.258401966072427	24.258401966072427	0	0.2460806598444983	0.03515953820072537	0.05750484844774495	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2217321408612878	1
FAM179A	1	4	0	0	1	2.535079331178838	0	0	3.759526598682498	0.11652171989414128	0.7164416560429197	0.27214625313583896	0.21133074515785277	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22175505027469233	1
SAMD8	0	0	0	0	1	0	0	0	6.145935944781676	0.20086055360288035	0.6955210621174108	0.4093824661398291	0.1404987710925696	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22176893737133072	1
MORF4L2	0	1	0	0	1	2.7075916643589486	0	0	10.989497708104404	0.3957920303875544	0.8706912843583996	0.6879834495152668	0.08360894364582484	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22177989173490675	1
NBPF3	0	0	0	0	1	0	0	0	7.0952039619163605	0.24073276510401043	0.6882535322035921	0.4642734342008197	0.1239682100809325	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22187576473417703	1
BBS9	0	0	0	0	1	0	0	0	3.9301429639866896	0.13278059324253866	0.5980426985392613	0.2822403061286104	0.20397979785247733	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22192193931838133	1
ANP32E	0	0	0	0	1	0	0	0	12.544390351559224	0.5048376932978176	0.8109248156021662	0.7781505922750169	0.07399057597141202	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22193475667019655	1
MPPE1	0	3	0	0	0	5.990890892920513	0	0	0	0.01803021366848911	0.742683950786794	0.05762544506040656	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22207642467408997	1
ETV3	0	3	0	0	1	2.610708018774724	0	0	5.119043439347223	0.15995263984684072	0.7361539571334335	0.35111702256344723	0.16417997228908376	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22213617347439807	1
PDK2	0	0	0	1	0	0	25.168870575966512	25.168870575966512	0	0.27945523431837915	0.03373573842876165	0.05768318476426959	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2222411728070144	1
FRMD3	2	0	0	0	1	0	0	0	5.998202475970117	0.1923187324209512	0.7236267979747737	0.4020558636596261	0.14347614025410638	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22224755936105825	1
SERINC4	0	2	0	0	1	2.9261492907084574	0	0	6.2926175003916685	0.20309525544209228	0.7340203480226464	0.41913390940630313	0.1376623603482745	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22228618340831985	1
TDP1	0	0	0	0	1	0	0	0	5.325935882466612	0.1726370648348523	0.6815276864169975	0.3634049184508945	0.15878794370250435	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22230146255171235	1
MYD88	0	4	0	0	1	1.2545343582310338	0	0	10.93690064112194	0.674867320015418	0.45429588876483706	0.6885118257527651	0.08397821767304525	0.8579192880560932	0.9424126707052872	0.9771679320909128	1	0.22263130428408895	1
TRMT10B	0	0	0	0	1	0	0	0	10.598847715345046	0.39304569644114273	0.7853166590443177	0.6693045540035534	0.0864317475833785	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2227144331361557	1
WASF3	0	0	0	0	1	0	0	0	6.671317463933744	0.21375606426398777	0.7704736790890047	0.4427916868888021	0.13084255003678447	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2229618295968463	1
BMP6	2	4	0	0	0	4.483489008397664	0	0	0	0.01827582032758135	0.7304563215092891	0.0579388675284288	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22297001610458125	1
SULT1C3	0	0	0	0	1	0	0	0	10.54630270964457	0.3851862498848394	0.814327693508482	0.667402226840901	0.08682604167458816	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2229957248545017	1
PINX1	0	0	1	0	0	0	26.028093586070135	26.028093586070135	0	0.29482534811372774	0.03248914610957976	0.05795820097945969	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22302508163995127	1
GALM	0	0	1	0	0	0	29.484872136078422	29.484872136078422	0	0.3530412612691408	0.02825112865423262	0.05796617001520476	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2230477771705021	1
TUBB4A	1	1	0	0	1	0.7378785920525146	0	0	14.920071183530068	0.7523579446867299	0.8003347694120055	0.92173508580563	0.06292949068030869	0.8915694262387326	0.9424126707052872	0.9771679320909128	1	0.22315641035076483	1
HSP90AB1	0	4	0	0	1	2.5068520525617917	0	0	3.596160965596864	0.12069136515923828	0.6299966059224793	0.26531222749255123	0.21888322975557395	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22335020397410665	1
GET4	0	1	0	0	1	1.9371559384090329	0	0	13.040918918017873	0.5545756956404908	0.8028214804849777	0.8137232234737897	0.07136874429505574	0.8213348382722867	0.9424126707052872	0.9771679320909128	1	0.22335591717499317	1
ZFHX2	2	8	0	0	2	1.5263161986950746	0	0	3.590237604450254	0.2960984372994362	0.5003302445422835	0.4555792157060371	0.12748894118957568	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2233755747940811	1
RP9	0	0	0	0	1	0	0	0	13.330584555321408	0.5684063006016541	0.8346715620503357	0.8316268759372679	0.06992329003337619	0.8238345420328185	0.9424126707052872	0.9771679320909128	1	0.2235712628013925	1
C5orf51	0	1	0	0	1	2.4965527626980686	0	0	10.997988305981409	0.4302461570325261	0.7507257604681938	0.6960856901780339	0.08354963696836927	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2235929376141106	1
PRG4	0	0	0	0	1	0	0	0	2.27781502398596	0.07396481619322282	0.7062364333017557	0.18925417959707924	0.30755465195755693	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22373030199237287	1
RAD51B	0	0	1	0	0	0	31.248679628296408	31.248679628296408	0	0.3889763750899097	0.02647147418161055	0.05828349201071448	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22395061015025375	1
SPRED1	0	2	0	0	1	2.580631031720424	0	0	7.161277249818272	0.2531123764620623	0.6710835316984125	0.4743188161371329	0.12296120545240607	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22406236543926872	1
DDX42	1	1	1	0	1	0.5624304197655614	6.908415017997872	6.908415017997872	3.783155162329553	0.531820592835507	0.1437369412901437	0.27805614009769086	0.2102812860914971	0.8171457717428088	0.9424126707052872	0.9771679320909128	1	0.22448045694297425	1
CEACAM6	0	0	1	0	0	0	17.810032992747427	17.810032992747427	0	0.18131896339945197	0.04974714124069623	0.05847036468572064	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22448148457786463	1
NSMCE4A	0	0	0	0	1	0	0	0	8.779354472937596	0.31287686561933237	0.7457010313797197	0.570537051216611	0.10255882683633676	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2246042540247513	1
TSFM	0	1	0	0	1	2.0633887821706955	0	0	12.47464758338509	0.521205508072461	0.7961395951377201	0.7869850790954904	0.0743743484438476	0.816404741062126	0.9424126707052872	0.9771679320909128	1	0.2246550372417434	1
ZNF410	0	0	0	0	1	0	0	0	7.247122371620187	0.24354357275580052	0.7483750324517042	0.4816321137533512	0.12167704020147496	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2248595343747883	1
BYSL	0	0	0	0	1	0	0	0	6.975282139023158	0.23200526563981416	0.7501221967631116	0.46575835937206467	0.12583866801276566	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22487894301144828	1
SEC22A	0	0	0	0	1	0	0	0	10.203934062427418	0.3791033828884697	0.7867675098284038	0.655050419113758	0.08948592743667008	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.224899886143598	1
RNF146	0	0	0	0	1	0	0	0	5.00818236721891	0.16237521144023914	0.7003976888570436	0.3505520985673277	0.16722265481521037	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22490685959706447	1
SLC23A1	2	0	1	0	0	0	14.831294523585816	14.831294523585816	0	0.1460446716729885	0.06107347230456339	0.05879088048551428	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22539062744986593	1
CS	0	0	0	0	1	0	0	0	6.956583819612586	0.24875457805380852	0.6560254384315867	0.4663971319468973	0.12613540903540332	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22549918379812084	1
ZNF248	1	0	0	0	1	0	0	0	3.5460691465353373	0.1130963705062532	0.7055553497578797	0.2659481662677454	0.2213082631018911	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2255766171366236	1
PRCC	1	0	0	0	1	0	0	0	6.78627663702866	0.22351377593046728	0.7694474166331314	0.45702127485528454	0.12890399658515372	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2257333560705873	1
WDFY2	0	0	0	0	1	0	0	0	8.492025953839306	0.29638294187851255	0.7785705824799877	0.557551093579159	0.10567242615669016	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2257500852824943	1
MTERFD3	0	0	1	0	0	0	22.427494345556756	22.427494345556756	0	0.24636682374993824	0.03839697718195523	0.05892714004741017	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22577659772579184	1
L2HGDH	0	0	0	0	1	0	0	0	7.85614420406774	0.2739622333453319	0.7382386518816273	0.5202636660860765	0.11328354496081804	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22580539941549385	1
EHF	0	1	0	0	1	1.4966667925372144	0	0	13.53972890386527	0.708173143847632	0.6798296299561637	0.8556422309705058	0.06891551576055895	0.8719958887565299	0.9424126707052872	0.9771679320909128	1	0.225889518470741	1
EN1	0	1	0	0	1	3.291820022776947	0	0	9.318489771756877	0.32254407582351907	0.8905686336267733	0.6071812255885387	0.09718570419327434	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22600927156291728	1
PROP1	0	0	1	0	0	0	24.105000516373995	24.105000516373995	0	0.2722005233552074	0.03541071499051018	0.05902823554012537	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2260627582435124	1
SLC5A3	1	7	0	0	0	2.965924462728625	0	0	0	0.01939740385534849	0.676541657257683	0.05907648003382659	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2261992578772225	1
TDRP	0	0	0	0	1	0	0	0	12.224081974768028	0.5014384135614272	0.8328881140450741	0.7802963403581604	0.075786598093394	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2263676198064295	1
SPANXN3	0	2	0	0	0	10.275062833337932	0	0	0	0.01766551924836568	0.8738894508579106	0.05915076789981377	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.2264093657971442	1
PCDH19	2	4	1	0	0	2.3193560538055418	16.29186467431083	16.29186467431083	0	0.15079966664416955	0.05495377258099321	0.0591529366761625	1	0.8136677215017273	0.9424126707052872	0.9771679320909128	1	0.22641549833189156	1
BCAT2	0	1	0	0	1	1.668929075769348	0	0	13.567207756361311	0.6399324895306109	0.7757599168645868	0.8603794764977789	0.06878526219052929	0.8437200514957931	0.9424126707052872	0.9771679320909128	1	0.2264960540107045	1
